"""grupodeatributos""","CodSap","DesProductoSap","UnidadMedidaBase","CodProducto","Txt Grupo articulo","CodGrupoArticulo","CodUnidadNegocio","CodJerq01","CodMarca","DesMarca","CodigoNegocio","DesNegocio","CodAtributo1","DesAtributo1","CodAtributo2","DesAtributo2","CodAtributo3","DesAtributo3","PeticionBorrado","TipoEAN","CodEAN13","CodCUC","DescripcionCUC","CodCUCTono","DescripcionCUCTono","CodLinea","DesLinea","CodJerq02","DesJerq02","CodCategoria","DesCategoria","CodSubcategoria","DesSubcategoria","CodTipo","DesTipo","CodSubtipo","DesSubtipo","CodProductoGenerico","DesProductoGenerico","CodProductoSuperGenerico","DesProductoSuperGenerico","Largo","Ancho","Volumen","PesoBruto","Alto","Unidad Longitud","Unidad de Volumen","Unidad De Peso","CodClaseMKT","AplicacionLugarUso","Beneficio","DesCaracteristicaBulk","EdadObjetivo","FamiliaFragancia","Gama","GrupoProductoAC","Mercado","PresentacionEnvase","Sexo","SexoEdadObjetivo","TeoriaColor","TipoEstuche","TipoPielCabello","Tipo de Producto","ContenidoNeto","UmContenido","AcabadoAccessorios","AcabadoCajaReloj","AcabadoLuna","Adicional","CaracteristicasTirasAsas","CaracteristicasBijouterie","CierreComplementos","ClasificacionProductos","ColorCorrea","ColorLuna","ColorMarco","ColorTono","ColorTonoCajaReloj","DetalleCaja","DetalleEspecifi","DetalleProducto","DetalleSuela","DetalleBrazo","DetalleMarcoLentes","DialAcabado","ColorReloj","DisenoComplementos","TipoEstampado","EstiloAccesorio","EstiloRopa","FormaCaja","GrosorBrazo","GrupoProductosHogar","InsumoCajaReloj","InsumoMaterialPrimario","InsumoComplementario","MaterialCajaReloj","ModeloLentes","Niveles","NombreGenericoAccesorio","NombreGenerico","OcasionUsoAccesorio","OcasionUsoRopa","OrigenAccesorio","TipoPlaneacion","Posicionamiento","PresentacionForma","RotulosFila","SubtipoProdHogar","SubtipoProdComplementos","TallaTamano","Tema","Tematico","TipoLuna","TipoMaterial","TipoMaterialRopaCalzado","TipoMaterialBrazoLente","TipoTirasAsas","Tipologiareloj","TirasAsas","versatilidad"
"SAP","210092221","ES EVA EAU EP 1 UN","Unidad","P0026034004","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","ES EVA EAU","1112048286269","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/DISCOVER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","269","DISCOVER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Femenino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092284","ES EVA EAU S&S 1 UN","Unidad","P0026034005","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","ES EVA EAU","1112048286267","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/BANDA PERFUMADA SCRATCH&SMELL","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","267","BANDA PERFUMADA SCRATCH&SMELL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Femenino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092320","ES FLK PARADISSO V10 EP 1 UN","Unidad","P0051034004","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLANKER PARADISSO V10","1112048286269","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/DISCOVER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","269","DISCOVER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Femenino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092321","ES FLK PARADISSO V10 S&S 1 UN","Unidad","P0051034005","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLANKER PARADISSO V10","1112048286267","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/BANDA PERFUMADA SCRATCH&SMELL","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","267","BANDA PERFUMADA SCRATCH&SMELL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Femenino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092323","ES PADRE EP 1 UN","Unidad","P0043034004","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ES PADRE","1112048287269","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/DISCOVER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","269","DISCOVER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Masculino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092324","ES PADRE S&S 1 UN","Unidad","P0043034005","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ES PADRE","1112048287267","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/BANDA PERFUMADA SCRATCH&SMELL","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","267","BANDA PERFUMADA SCRATCH&SMELL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Masculino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092401","ES FLK ILUMINAS EP 1 UN","Unidad","P0059034004","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK ILUMINAS (NUEVO MOLDE)","1112048286269","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/DISCOVER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","269","DISCOVER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Femenino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092402","ES FLK ILUMINAS S&S 1UN","Unidad","P0059034005","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK ILUMINAS (NUEVO MOLDE)","1112048286267","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/BANDA PERFUMADA SCRATCH&SMELL","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","267","BANDA PERFUMADA SCRATCH&SMELL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Femenino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098440","ES FLK ILUMINAS DUMMIE 30ML","Unidad","P0059034006","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK ILUMINAS (NUEVO MOLDE)","1112048286279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Frasco C/Spray","Femenino","","","Sin Asignar","","Muestra","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098441","ES PADRE DUMMIE 30 ML","Unidad","P0043034006","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ES PADRE","1112048287279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Frasco C/Spray","Masculino","","","Sin Asignar","","Muestra","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098492","ES EVA EAU DUMMIE 30ML","Unidad","P0026034006","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","ES EVA EAU","1112048286279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Frasco C/Spray","Femenino","","","Sin Asignar","","Muestra","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098493","ES FLK KALOS EDT PL 0.9 ML","Unidad","P0071034007","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK KALOS","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098496","LB ZEUS PROBADOR 2 ML","Unidad","P0058034001","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ZEUS","1112048287288","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PROBADOR S PUMP S CAJA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","288","PROBADOR S PUMP S CAJA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098498","LB ZEUS PLUMA 0.9 ML","Unidad","P0058034002","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ZEUS","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098499","LB ZEUS DUMMIE 30 ML","Unidad","P0058034005","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ZEUS","1112048287279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Frasco C/Spray","Masculino","","","Sin Asignar","","Muestra","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098521","ES FLK MAGNAT PLUMA 0.9ML","Unidad","P0178034002","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK MAGNAT","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098522","ES FLK MAGNAT TESTER 60 ML","Unidad","P0178034005","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK MAGNAT","1112048287279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Frasco C/Spray","Masculino","","","Sin Asignar","","Muestra","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092436","LB ZEUS EP 1 UN","Unidad","P0058034003","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ZEUS","1112048287269","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/DISCOVER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","269","DISCOVER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Masculino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092439","LB ZEUS S&S 1 UN","Unidad","P0058034004","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","ZEUS","1112048287267","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/BANDA PERFUMADA SCRATCH&SMELL","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","267","BANDA PERFUMADA SCRATCH&SMELL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Masculino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092448","ES FLK MAGNAT EP 1 UN","Unidad","P0178034003","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK MAGNAT","1112048287269","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/DISCOVER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","269","DISCOVER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Masculino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092449","ES FLK MAGNAT S&S 1 UN","Unidad","P0178034004","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK MAGNAT","1112048287267","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/BANDA PERFUMADA SCRATCH&SMELL","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","267","BANDA PERFUMADA SCRATCH&SMELL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Discover / Banda Perfumada","Masculino","","","Sin Asignar","","Muestra","1.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098265","ES FLK KALOS TESTER 60 ML","Unidad","P0071034001","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK KALOS","1112048287279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Frasco C/Spray","Masculino","","","Sin Asignar","","Muestra","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098266","ES FLK KALOS PROBADOR 2 ML","Unidad","P0071034003","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","","","","","","FLK KALOS","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098268","ES EVA EAU TESTER 60 ML","Unidad","P0026034001","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","ES EVA EAU","1112048286279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Frasco C/Spray","Femenino","","","Sin Asignar","","Muestra","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098269","ES EVA EAU PROBADOR 2 ML","Unidad","P0026034002","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","ES EVA EAU","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098525","CZ FLK IN ME PROBADOR 2 ML","Unidad","P0203034001","0101","Fragancias","Cosméticos","03010100010006","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK IN ME","1112048286288","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PROBADOR S PUMP S CAJA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","288","PROBADOR S PUMP S CAJA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098538","CZ FLK IN ME TESTER 60 ML","Unidad","P0203034005","0101","Fragancias","Cosméticos","03010100010006","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK IN ME","1112048286279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Frasco C/Spray","Femenino","","","Sin Asignar","","Muestra","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098539","CZ FLK IN ME DUMMIE 30 ML","Unidad","P0203034006","0101","Fragancias","Cosméticos","03010100010006","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK IN ME","1112048286279","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Frasco C/Spray","Femenino","","","Sin Asignar","","Muestra","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098568","ES FLK VIBRANZA PROBADOR 2ML","Unidad","P0205034001","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK VIBRANZA","1112048286288","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PROBADOR S PUMP S CAJA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","288","PROBADOR S PUMP S CAJA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098601","ES FLK VIBRANZA TESTER 60ML","Unidad","P0205034005","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","","","","","","FLK VIBRANZA","1112048011279","MUESTRAS COSMETICOS/FRAGANCIAS/PERFUMES/TESTER","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","011","PERFUMES","279","TESTER","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Amor Maternal","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Frasco C/Spray","Femenino","","","Sin Asignar","","Muestra","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
