"Origen Atributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","grupoproductoshogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200100080","ES PARAD OASIS SEN COL 60 ML","UNI","P0053025018","0101","Fragancias","Cosmeticos","02010100010002","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","","","","","LINEA PARADISSO","PARADISSO OASIS SENSE","1112048288275","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA NI#AS-NI#OS/SACHET ENCARTADO","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","288","COLONIA NI#AS-NI#OS","275","SACHET ENCARTADO","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Fragancias","","Sin Asignar","Balsamo / Locion C/Alcohol","","Floral Frutal","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100082","ES PARAD RIVIERA SU COL 60 ML","UNI","P0426025001","0101","Fragancias","Cosmeticos","02010100010002","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","","","","","FLANKER MOMENTOS","PARADISSO RIVIERA SUNSET","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Fragancias","","Sin Asignar","Balsamo / Locion C/Alcohol","","Floral Frutal","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","60.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100078","PACK ES VALENTIA 2-2019 BO","UNI","P0907221260","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","7099999999999","VARIOS/VARIOS/VARIOS/VARIOS","99","VARIOS","999","VARIOS","999","VARIOS","999","VARIOS","","","","","100.000","100.000","100.000","10.000","10.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093556","CY CHIC & GO EST ARE X9","UNI","P0596047397","020106","Estuches","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","MANOS Y UÑAS PERFECT","MANOS Y U�AS PERFECTAS","2021165498410","BIJOUTERIE/DAMAS/ESTUCHE DE ARETES X9/OTROS BA#OS CON CUALQUIER INSU","21","BIJOUTERIE","165","DAMAS","498","ESTUCHE DE ARETES X9","410","OTROS BA#OS CON CUALQUIER INSU","","","","","0.000","0.000","0.000","0.000","0.000","","","KG","Bijouterie","","","","","","","","","","","Femenino","","","","Estuches Aretes","","","Brillante","","","","","Tipo","","","","","","Variados/Combinados","","","","","","","","","","","","","","","","","","Variados","Variados","","","N1","CHIC & GO","","","","","","","No Aplica","Estuche De Aretes X 9","","","No Aplica","","","","Varios Metales","","","","","","No"
"SAP","210093558","ES MALETIN LUCAS","UNI","P0602103489","0501","Promociones de 3ros","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","6072232555515","PROMOCION USUARIOS/COMPLEMENTOS/TF/TC/TP PUNTUAL/MALETIN","72","PROMOCION USUARIOS","232","COMPLEMENTOS","555","TF","515","TC/TP PUNTUAL/MALETIN","","","","","0.000","0.000","0.000","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093557","CY RELOJ KEEP MOVING MX","UNI","P0602103488","0501","Promociones de 3ros","Apoyo","03050","03","CYZONE","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","6072050551454","PROMOCION USUARIOS/HOGAR/FRAGANCIA PUNTUAL/FITNESS","72","PROMOCION USUARIOS","050","HOGAR","551","FRAGANCIA PUNTUAL","454","FITNESS","","","","","235.000","19.500","50.408","18.500","11.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083876","FLYER COMPARTIDO C07 2019","UNI","P0907221257","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","297.000","210.000","3118.500","90.000","50.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083877","PAQUETE CATALOGOS PEGS C06","UNI","P0907221258","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","100.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083879","FLYER AYUDA VTAS PROBADOR X 30","UNI","P0907221259","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.000","150.000","31.500","2.000","1.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083881","CARTILLA CONC VENTAS C7 C10/19","UNI","P0907221261","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.000","273.000","55.965","90.000","1.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083882","FAJILLA CONC VENTAS C7 C10/19","UNI","P0907221262","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.000","273.000","55.965","2700.000","1.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
