"GrupoDeAtributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","200091369","glow up","Iluminador facial textura ligera","gold","20 g / 0.70 oz.","","","","da luminosidad y brillo","","cy","","CYZONE PAISES","","","","","da luminosidad y brillo","","da luminosidad y brillo","","","","","","","","",""
"Comunicaciones","200091373","glow up","Iluminador facial textura ligera","rose","20 g / 0.70 oz.","","","","da luminosidad y brillo","","cy","","CYZONE PAISES","","","","","da luminosidad y brillo","","da luminosidad y brillo","","","","","","","","",""
"Comunicaciones","200091374","glow up","Iluminador facial textura ligera","gold","20 g / 0.70 oz.","","","","da luminosidad y brillo","","cy","","CYZONE PAISES","","","","","da luminosidad y brillo","","da luminosidad y brillo","","","","","","","","",""
"Comunicaciones","200091974","glow up","Iluminador facial textura ligera","rose","0.5 g / 0.017 oz.","","","","da luminosidad y brillo","","sachet cy","","CYZONE PAISES","","","","","da luminosidad y brillo","","da luminosidad y brillo","","","","","","","","",""
"Comunicaciones","200091975","glow up","Iluminador facial textura ligera","gold","0.5 g / 0.017 oz.","","","","da luminosidad y brillo","","sachet cy","","CYZONE PAISES","","","","","da luminosidad y brillo","","da luminosidad y brillo","","","","","","","","",""
"Comunicaciones","200060966","cheek-a-chic","Rubor compacto para rostro","pinkiss","4.8 g / 0.16 oz.","","","","con acabado mate","","cy","","CYZONE PAISES","","","","","con acabado mate","","con acabado mate","","","","","","","","",""
"Comunicaciones","200060968","cheek-a-chic","Rubor compacto para rostro","cheekie","4.8 g / 0.16 oz.","","","","con acabado mate","","cy","","CYZONE PAISES","","","","","con acabado mate","","con acabado mate","","","","","","","","",""
"Comunicaciones","200060970","cheek-a-chic","Rubor compacto para rostro","blushie","4.8 g / 0.16 oz.","","","","con acabado mate","","cy","","CYZONE PAISES","","","","","con acabado mate","","con acabado mate","","","","","","","","",""
"Comunicaciones","200084475","","Polvos compactos de alta cobertura con FPS 20+ UVA","light 1","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200084476","","Polvos compactos de alta cobertura con FPS 20+ UVA","light 2","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200084477","","Polvos compactos de alta cobertura con FPS 20+ UVA","medium 1","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200084478","","Polvos compactos de alta cobertura con FPS 20+ UVA","medium 2","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200084479","","Polvos compactos de alta cobertura con FPS 20+ UVA","medium 3","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200084480","","Polvos compactos de alta cobertura con FPS 20+ UVA","medium 4","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200084481","","Polvos compactos de alta cobertura con FPS 20+ UVA","obscure 1","7 g","","","","controla el brilllo con efecto antiflash y larga duración","","studio look","","CYZONE PAISES","","","","","controla el brilllo con efecto antiflash y larga duración","","controla el brilllo con efecto antiflash y larga duración","","","","","","","","",""
"Comunicaciones","200087284","go nude","Base ligera acabado natural cobertura media","light 1-2","25 g / 0.88 oz.","","","","acabado natural, textura ligera, efecto mate","","cy","","CYZONE PAISES","","","","","acabado natural, textura ligera, efecto mate","","acabado natural, textura ligera, efecto mate","","","","","","","","",""
"Comunicaciones","200087285","go nude","Base ligera acabado natural cobertura media","medium 1","25 g / 0.88 oz.","","","","acabado natural, textura ligera, efecto mate","","cy","","CYZONE PAISES","","","","","acabado natural, textura ligera, efecto mate","","acabado natural, textura ligera, efecto mate","","","","","","","","",""
"Comunicaciones","200087286","go nude","Base ligera acabado natural cobertura media","medium 2","25 g / 0.88 oz.","","","","acabado natural, textura ligera, efecto mate","","cy","","CYZONE PAISES","","","","","acabado natural, textura ligera, efecto mate","","acabado natural, textura ligera, efecto mate","","","","","","","","",""
"Comunicaciones","200090418","go nude","Base ligera acabado natural cobertura media","medium 3-4","25 g / 0.88 oz.","","","","acabado natural, textura ligera, efecto mate","","cy","","CYZONE PAISES","","","","","acabado natural, textura ligera, efecto mate","","acabado natural, textura ligera, efecto mate","","","","","","","","",""
"Comunicaciones","200093146","volumanía curve","Máscara para pestañas volumen y rizado cero retoques*","black","10 g /.35 oz.","","","","volumen extremo y rizado resistente","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","CEPILLO EXTRA CURVO QUE PEINA, SEPARA Y DEFINE PESTAÑAS MAXIMIZANDO EL RIZADO HASTA POR 16 HORAS CON CERO RETOQUEs.","","FÓRMULA RIZOFLEX CREA UNA PELÍCULA RESISTENTE QUE ASEGURA LA DURACIÓN DEL RIZADO Y AUMENTA EL VOLUMEN.","","Volumen extremo","","Volumen extremo","","",""
"Comunicaciones","200076500","three o' clock","Sombras x3","ying yang","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200076501","three o' clock","Sombras x3","brownies","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200076502","three o' clock","Sombras x3","liley","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200076504","three o' clock","Sombras x3","smoky violet","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200078910","three o' clock","Sombras x3","peach & love","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200082396","three o' clock","Sombras x3","hope","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200082397","three o' clock","Sombras x3","morocco","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200082398","three o' clock","Sombras x3","ocean","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE COLOMBIA","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200085237","three o' clock","Sombras x3","royals","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200085238","three o' clock","Sombras x3","minerals","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200085239","three o' clock","Sombras x3","arena gold","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200085240","three o' clock","Sombras x3","smoky nude","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200076534","six o' clock","Sombras x6","color nude","7 g/ 0.24 oz.","","","","6 tonos para cualquier ocasión","","cy","","CYZONE COLOMBIA","","","","","6 tonos para cualquier ocasión","","6 tonos para cualquier ocasión","","","","","","","","",""
"Comunicaciones","200076535","six o' clock","Sombras x6","trendy times","7 g/ 0.24 oz.","","","","6 tonos para cualquier ocasión","","cy","","CYZONE COLOMBIA","","","","","6 tonos para cualquier ocasión","","6 tonos para cualquier ocasión","","","","","","","","",""
"Comunicaciones","200076536","six o' clock","Sombras x6","pop party","7 g/ 0.24 oz.","","","","6 tonos para cualquier ocasión","","cy","","CYZONE COLOMBIA","","","","","6 tonos para cualquier ocasión","","6 tonos para cualquier ocasión","","","","","","","","",""
"Comunicaciones","200076537","six o' clock","Sombras x6","mistery eyes","7 g/ 0.24 oz.","","","","6 tonos para cualquier ocasión","","cy","","CYZONE COLOMBIA","","","","","6 tonos para cualquier ocasión","","6 tonos para cualquier ocasión","","","","","","","","",""
"Comunicaciones","200076540","twelve o´ clock","Sombras x12","fashion hours","10 g /.35 oz.","","","","crea miles de miradas","","cy","","CYZONE COLOMBIA","","","","","Doce colores, miles de looks","","Doce colores, miles de looks","","","","","","","","",""
"Comunicaciones","200076541","twelve o´ clock","Sombras x12","sexy wishes","10 g /.35 oz.","","","","crea miles de miradas","","cy","","CYZONE COLOMBIA","","","","","Doce colores, miles de looks","","Doce colores, miles de looks","","","","","","","","",""
"Comunicaciones","200076542","twelve o´ clock","Sombras x12","my expressions","10 g /.35 oz.","","","","crea miles de miradas","","cy","","CYZONE COLOMBIA","","","","","Doce colores, miles de looks","","Doce colores, miles de looks","","","","","","","","",""
"Comunicaciones","200082669","lash power intense","Máscara multibeneficios para pestañas","intense black","8 g / 0.27 fl.oz.","","","","+ color, + volumen, + rizado y largo","","cy","","CYZONE COLOMBIA","","","","","APAa prueba de agua","","CEPILLO TWISTED BRUSH EN DOBLE HÉLICE QUE ENVUELVE Y MOLDEA TUS PESTAÑAS CON SUAVIDAD.","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","","","",""
"Comunicaciones","200082670","lash power intense","Máscara multibeneficios para pestañas","intense brown","8 g / 0.27 fl.oz.","","","","+ color, + volumen, + rizado y largo","","cy","","CYZONE COLOMBIA","","","","","APAa prueba de agua","","CEPILLO TWISTED BRUSH EN DOBLE HÉLICE QUE ENVUELVE Y MOLDEA TUS PESTAÑAS CON SUAVIDAD.","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","","","",""
"Comunicaciones","200084501","","Delineador en gel color intenso*","black","1.5 g","","","","textura en gel de color intenso y larga duración / a prueba de agua","","studio look","","CYZONE PAISES","","","","","textura en gel de color intenso y larga duración / a prueba de agua","","textura en gel de color intenso y larga duración / a prueba de agua","","","","","","","","",""
"Comunicaciones","200084502","","Delineador en gel color intenso*","brown","1.5 g","","","","textura en gel de color intenso y larga duración / a prueba de agua","","studio look","","CYZONE PAISES","","","","","textura en gel de color intenso y larga duración / a prueba de agua","","textura en gel de color intenso y larga duración / a prueba de agua","","","","","","","","",""
"Comunicaciones","200084503","","Delineador en gel color intenso*","blue","1.5 g","","","","textura en gel de color intenso y larga duración / a prueba de agua","","studio look","","CYZONE PAISES","","","","","textura en gel de color intenso y larga duración / a prueba de agua","","textura en gel de color intenso y larga duración / a prueba de agua","","","","","","","","",""
"Comunicaciones","200084993","","Delineador en gel color intenso*","gold","1.5 g","","","","textura en gel de color intenso y larga duración / a prueba de agua","","studio look","","CYZONE PAISES","","","","","textura en gel de color intenso y larga duración / a prueba de agua","","textura en gel de color intenso y larga duración / a prueba de agua","","","","","","","","",""
"Comunicaciones","200084994","","Delineador en gel color intenso*","copper","1.5 g","","","","textura en gel de color intenso y larga duración / a prueba de agua","","studio look","","CYZONE PAISES","","","","","textura en gel de color intenso y larga duración / a prueba de agua","","textura en gel de color intenso y larga duración / a prueba de agua","","","","","","","","",""
"Comunicaciones","200084682","","Sombras compactas de alta cobertura","vanilla","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084683","","Sombras compactas de alta cobertura","lilac","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084684","","Sombras compactas de alta cobertura","violet","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084685","","Sombras compactas de alta cobertura","aqua","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084686","","Sombras compactas de alta cobertura","deep blue","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084687","","Sombras compactas de alta cobertura","brown","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084688","","Sombras compactas de alta cobertura","black","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084689","","Sombras compactas de alta cobertura","silver","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084690","","Sombras compactas de alta cobertura","gold","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200084691","","Sombras compactas de alta cobertura","copper","2 g","","","","color intenso de larga duración","","studio look","","CYZONE PAISES","","","","","Color intenso de larga duración*","","Color intenso de larga duración*","","","","","","","","",""
"Comunicaciones","200087201","volumanía curve color","Máscara para pestañas volumen y rizado cero retoques*","blue mania","10 g / 0.35 oz.","","","","volumen extremo y rizado resistente","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","CEPILLO EXTRA CURVO QUE PEINA, SEPARA Y DEFINE PESTAÑAS MAXIMIZANDO EL RIZADO HASTA POR 16 HORAS CON CERO RETOQUEs.","","FÓRMULA RIZOFLEX CREA UNA PELÍCULA RESISTENTE QUE ASEGURA LA DURACIÓN DEL RIZADO Y AUMENTA EL VOLUMEN.","","Volumen extremo","","Volumen extremo","","",""
"Comunicaciones","200087202","volumanía curve color","Máscara para pestañas volumen y rizado cero retoques*","green mania","10 g / 0.35 oz.","","","","volumen extremo y rizado resistente","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","CEPILLO EXTRA CURVO QUE PEINA, SEPARA Y DEFINE PESTAÑAS MAXIMIZANDO EL RIZADO HASTA POR 16 HORAS CON CERO RETOQUEs.","","FÓRMULA RIZOFLEX CREA UNA PELÍCULA RESISTENTE QUE ASEGURA LA DURACIÓN DEL RIZADO Y AUMENTA EL VOLUMEN.","","Volumen extremo","","Volumen extremo","","",""
"Comunicaciones","200087293","volumanía curve color","Máscara para pestañas volumen y rizado cero retoques*","blue mania","10 g / 0.35 oz.","","","","volumen extremo y rizado resistente","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","CEPILLO EXTRA CURVO QUE PEINA, SEPARA Y DEFINE PESTAÑAS MAXIMIZANDO EL RIZADO HASTA POR 16 HORAS CON CERO RETOQUEs.","","FÓRMULA RIZOFLEX CREA UNA PELÍCULA RESISTENTE QUE ASEGURA LA DURACIÓN DEL RIZADO Y AUMENTA EL VOLUMEN.","","Volumen extremo","","Volumen extremo","","",""
"Comunicaciones","200087294","volumanía curve color","Máscara para pestañas volumen y rizado cero retoques*","green mania","10 g / 0.35 oz.","","","","volumen extremo y rizado resistente","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","CEPILLO EXTRA CURVO QUE PEINA, SEPARA Y DEFINE PESTAÑAS MAXIMIZANDO EL RIZADO HASTA POR 16 HORAS CON CERO RETOQUEs.","","FÓRMULA RIZOFLEX CREA UNA PELÍCULA RESISTENTE QUE ASEGURA LA DURACIÓN DEL RIZADO Y AUMENTA EL VOLUMEN.","","Volumen extremo","","Volumen extremo","","",""
"Comunicaciones","200087492","three o' clock","Sombras x3","ying yang","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087493","three o' clock","Sombras x3","brownies","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087494","three o' clock","Sombras x3","magenta","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087495","three o' clock","Sombras x3","grapes","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087496","three o' clock","Sombras x3","peach","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087497","three o' clock","Sombras x3","navy","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087498","three o' clock","Sombras x3","mokka","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087499","three o' clock","Sombras x3","greens","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087500","three o' clock","Sombras x3","arena gold","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200087501","three o' clock","Sombras x3","bronze","2.4 g / .08 oz.","","","","la combinación perfecta de sombras en un trío","","cy","","CYZONE PAISES","","","","","Da color, ilumina y profundiza","","Da color, ilumina y profundiza","","","","","","","","",""
"Comunicaciones","200090083","lash power intense","Máscara multibeneficios para pestañas","intense black","8 g / 0.27 fl. oz.","","","","+color, + volumen, + rizado y largo","","cy","","CYZONE PAISES","","","","","APAa prueba de agua","","CEPILLO TWISTED BRUSH EN DOBLE HÉLICE QUE ENVUELVE Y MOLDEA TUS PESTAÑAS CON SUAVIDAD.","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","","","",""
"Comunicaciones","200090084","lash power intense","Máscara multibeneficios para pestañas","intense brown","8 g / 0.27 fl. oz.","","","","+color, + volumen, + rizado y largo","","cy","","CYZONE PAISES","","","","","APAa prueba de agua","","CEPILLO TWISTED BRUSH EN DOBLE HÉLICE QUE ENVUELVE Y MOLDEA TUS PESTAÑAS CON SUAVIDAD.","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","","","",""
"Comunicaciones","200090085","line 4 ever pincel","Delineador para ojos punta pincel","black pincel","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta pincel","","Punta pincel","","","","","","",""
"Comunicaciones","200090086","line 4 ever pincel","Delineador para ojos punta pincel","brown pincel","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta pincel","","Punta pincel","","","","","","",""
"Comunicaciones","200090087","line 4 ever pincel","Delineador para ojos punta pincel","black pincel","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta pincel","","Punta pincel","","","","","","",""
"Comunicaciones","200090088","line 4 ever pincel","Delineador para ojos punta pincel","brown pincel","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta pincel","","Punta pincel","","","","","","",""
"Comunicaciones","200090116","line 4 ever plumón","Delineador para ojos punta plumón","black plumón","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta plumón","","Punta plumón","","","","","","",""
"Comunicaciones","200090117","line 4 ever plumón","Delineador para ojos punta plumón","brown plumón","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta plumón","","Punta plumón","","","","","","",""
"Comunicaciones","200090178","line 4 ever plumón","Delineador para ojos punta plumón","black plumón","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta plumón","","Punta plumón","","","","","","",""
"Comunicaciones","200090179","line 4 ever plumón","Delineador para ojos punta plumón","brown plumón","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE PAISES","","","","","APA a prueba de agua","","Punta plumón","","Punta plumón","","","","","","",""
"Comunicaciones","200091029","twist","Delineador retráctil para ojos","black abstracyon",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091030","twist","Delineador retráctil para ojos","brown fucyon",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091031","twist","Delineador retráctil para ojos","pop cylver",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091032","twist","Delineador retráctil para ojos","purple twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091033","twist","Delineador retráctil para ojos","blue watercolor",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091034","twist","Delineador retráctil para ojos","jean twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091035","twist","Delineador retráctil para ojos","mora aquarela",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091036","twist","Delineador retráctil para ojos","renascynce green",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200091045","big-n-eacy","Sombras jumbo en lápiz para ojos","cyty blues","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","200091058","big-n-eacy","Sombras jumbo en lápiz para ojos","fancy green","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","200091059","big-n-eacy","Sombras jumbo en lápiz para ojos","cymply lily","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","200091060","big-n-eacy","Sombras jumbo en lápiz para ojos","cracy brunette","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","200091061","big-n-eacy","Sombras jumbo en lápiz para ojos","metalcy black","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","200091062","big-n-eacy","Sombras jumbo en lápiz para ojos","metalcy fucsia","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
