"grupodeatributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","200085016","pimienta caliente","Labial de máxima duración","pimienta caliente","2 g / ,07 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200087962","rosa glamour","Labial de máxima duración","rosa glamour","2 g /,07 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200087963","cobre chic","Labial de máxima duración","cobre chic","2 g /,07 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200087964","fucsia night","Labial de máxima duración","fucsia night","2 g /,07 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200087965","rojo atracción","Labial de máxima duración","rojo atracción","2 g /,07 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085011","chocolate satín","Labial de máxima duración","rosa poderosa","2 g / ,07 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084560","petal rose","Brillo labial de máxima duración","petal rose","6 ml / ,21 fl.oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084561","coral flame","Brillo labial de máxima duración","coral flame","6 ml / ,21 fl.oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085090","sensual red","Brillo labial de máxima duración","sensual red","6 ml / ,21 fl.oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085091","berry chic","Brillo labial de máxima duración","berry chic","6 ml / ,21 fl.oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085092","hot cherry","Brillo labial de máxima duración","hot cherry","6 ml / ,21 fl.oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085093","rosa glam","Brillo labial de máxima duración","rosa glam","6 ml / ,21 fl.oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085094","fucsia bloom","Brillo labial de máxima duración","fucsia bloom","6 ml / ,21 fl.oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085095","latte nude","Brillo labial de máxima duración","latte nude","6 ml / ,21 fl.oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084586","Labial Color HD","Labial de alta definición FPS 20","rojo glam","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084587","Labial Color HD","Labial de alta definición FPS 20","pimienta caliente","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084588","Labial Color HD","Labial de alta definición FPS 20","fucsia vibrante","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084589","Labial Color HD","Labial de alta definición FPS 20","rosa viva","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084590","Labial Color HD","Labial de alta definición FPS 20","vino cautivante","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084591","Labial Color HD","Labial de alta definición FPS 20","rosado chic","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084863","Labial Color HD","Labial de alta definición FPS 20","coral ensueño","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084864","Labial Color HD","Labial de alta definición FPS 20","café habano","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084865","Labial Color HD","Labial de alta definición FPS 20","melón intense","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084866","Labial Color HD","Labial de alta definición FPS 20","frambuesa encanto","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084867","Labial Color HD","Labial de alta definición FPS 20","magenta sweet","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084868","Labial Color HD","Labial de alta definición FPS 20","ciruela glam","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200087427","Labial Color HD","Labial de alta definición FPS 20","fucsia opulento","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA PAISES","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200087430","Labial Color HD","Labial de alta definición FPS 20","rosa obssesion","4 g / ,14 oz.","","","","","","Ésika Pro","","ESIKA PAISES","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200084723","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","pimienta caliente","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084724","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rojo deseo","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084725","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rojo ésika","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084726","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","marrón topacio","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084727","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084728","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa geometric","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084729","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","mora glam","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084730","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","granate seductor","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084845","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","borgoña sexy","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084846","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","fresa hot","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084847","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","fucsia cautivante","4 g / ,14 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084848","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","fucsia intense","4 g / ,14 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084849","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","naranja esfera","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200084850","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","coral chic","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085303","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rose nude","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085304","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","peach nude","4 g / ,14 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088049","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rojo tropical","4 g / ,14 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088050","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","naranja cítrico","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088051","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","mora atrevida","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088052","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","nude punch","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088053","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rojo sensual","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088054","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","bronce metallic","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088055","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","nude savanna","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088056","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","nude mocca","4 g / ,14 oz.","","ESIKA PAISES","","ACCESORIOS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085127","ciruela desire","Labial dúo tattoo intense","ciruela desire","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085128","rosa light","Labial dúo tattoo intense","rosa light","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085129","rosa chic","Labial dúo tattoo intense","rosa chic","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085130","rosa dream","Labial dúo tattoo intense","rosa dream","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085131","fucsia hot","Labial dúo tattoo intense","fucsia hot","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085132","fucsia sweet","Labial dúo tattoo intense","fucsia sweet","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085133","rojo passion","Labial dúo tattoo intense","rojo passion","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085134","rojo hipnotic","Labial dúo tattoo intense","rojo hipnotic","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085135","coral magic","Labial dúo tattoo intense","coral magic","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085136","vino deliss","Labial dúo tattoo intense","vino deliss","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085137","guinda intense","Labial dúo tattoo intense","guinda intense","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085138","coral attraction","Labial dúo tattoo intense","coral attraction","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085139","pimienta caliente","Labial dúo tattoo intense","pimienta caliente","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085140","fresa satinado","Labial dúo tattoo intense","fresa satinado","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085141","ciruela vintage","Labial dúo tattoo intense","ciruela vintage","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085143","caramel bloom","Labial dúo tattoo intense","caramel bloom","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085144","rojo glamour","Labial dúo tattoo intense","rojo glamour","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085606","granate intenso","Labial dúo tattoo intense","granate intenso","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085607","coral hot","Labial dúo tattoo intense","coral hot","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085608","rojo tentación","Labial dúo tattoo intense","rojo tentación","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085609","fucsia placer","Labial dúo tattoo intense","fucsia placer","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088142","fucsia seductor","Labial Dúo Tattoo Intense","fucsia seductor","2.8 ml - 1.7 g / .09 fl. oz. - 0.5 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088143","rosa sexy","Labial Dúo Tattoo Intense","rosa sexy","2.8 ml - 1.7 g / .09 fl. oz. - 0.5 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088144","melón intense","Labial Dúo Tattoo Intense","melón intense","2.8 ml - 1.7 g / .09 fl. oz. - 0.5 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088145","cobre provocación","Labial Dúo Tattoo Intense","cobre provocación","2.8 ml - 1.7 g / .09 fl. oz. - 0.5 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200091662","naranja energy","Labial dúo tattoo intense","naranja energy","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200091663","durazno mystic","Labial dúo tattoo intense","durazno mystic","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200091664","chocolate diva","Labial dúo tattoo intense","chocolate diva","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200091665","fucsia obsession","Labial dúo tattoo intense","fucsia obsession","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ESTUCHES Y VARIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200091666","nude select","Labial dúo tattoo intense","nude select","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200091667","rosa romance","Labial dúo tattoo intense","rosa romance","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","ACCESORIOS","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085142","fresa satinado","Labial dúo tattoo intense","coral tendance","2,8 ml - 1,7 g / ,09 fl.oz. - ,05 oz.","","ESIKA PAISES","","MAQUILLAJE","","Colorfix","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085429","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","pimienta caliente","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085430","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rojo deseo","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085431","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rojo ésika","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085432","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","marrón topacio","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085433","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085435","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","mora glam","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085436","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","granate seductor","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085437","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","borgoña sexy","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085438","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","fresa hot","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085439","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","fucsia cautivante","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085440","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","fucsia intense","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096136","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096137","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096138","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096139","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096140","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096141","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096142","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096143","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096144","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096145","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa encanto","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085434","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","rosa geometric","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085442","Hidracolor 3 en 1","Labial de hidratación, color y efecto perfeccionador FPS 25","coral chic","4 g / ,14 oz.","","ESIKA PAISES","","","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200085753","color code","Labial en barra con sabor y aroma*","rose color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085754","color code","Labial en barra con sabor y aroma*","cherry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085755","color code","Labial en barra con sabor y aroma*","raspberry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085756","color code","Labial en barra con sabor y aroma*","ruby color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","","","color y dulce sabor","","","","","","","","",""
